date_pub,statut_ex,bib,pret,diff_datecreation_datepub,acces,acq,indice
2020,18,SJA,0,0,direct,achat,WK
2020,18,MEDP,0,0,direct,achat,WK
2018,19,SJA,1,0,direct,achat,65
2016,19,SCIEN,1,2,direct,don,53
2019,18,ARCHE,0,0,direct,achat,WB
2010,19,SJA,0,9,direct,achat,98
2012,19,STAPS,1,3,direct,achat,61
2015,19,MEDP,0,0,direct,achat,WY
2018,18,ARCHE,1,1,direct,achat,WP
1991,19,LASH,1,25,direct,don,85
2015,19,SJA,0,0,direct,achat,WB
2015,19,SCIEN,1,0,direct,achat,33
2015,19,SJA,1,2,direct,achat,33
2008,19,LASH,0,11,direct,achat,40
1973,19,DROIT,0,42,direct,achat,numinv
1978,19,DROIT,0,37,indirect,don,numinv
2003,19,SJA,1,13,direct,don,30
2011,19,LASH,1,4,direct,achat,79
2015,19,LASH,1,0,direct,achat,49
2019,19,SCIEN,1,0,direct,achat,51
2018,19,SCIEN,1,1,direct,achat,53
2018,19,SCIEN,1,1,direct,achat,51
2018,19,DROIT,1,1,direct,achat,32
2015,19,LASH,1,0,direct,achat,94
2015,19,LASH,1,0,direct,achat,94
2015,19,DROIT,0,0,indirect,achat,numinv
1974,19,SJA,0,45,direct,don,37
2015,19,MEDP,1,0,direct,achat,WT
2012,19,SJA,1,6,direct,don,33
2018,19,DROIT,1,1,direct,achat,34
2008,19,SCIEN,0,11,direct,achat,50
2018,19,DROIT,1,1,direct,achat,34
2015,19,MEDP,1,0,direct,achat,WL
2016,18,MEDP,1,0,direct,achat,WN
2016,18,MEDP,1,0,direct,achat,WO
2016,18,MEDP,1,0,direct,achat,WJ
2017,19,LASH,1,1,direct,achat,15
2018,19,DROIT,0,1,direct,achat,32
2018,18,SJA,0,1,direct,achat,WB
2018,18,MEDP,0,1,direct,achat,WB
2018,18,MEDP,1,1,direct,don,WF
2015,18,SJA,1,1,direct,achat,61
2016,18,SJA,1,0,direct,achat,WJ
2016,19,SCIEN,1,0,direct,achat,54
2016,19,LASH,1,3,direct,achat,12
2019,19,DROIT,0,0,direct,achat,34
2019,19,EPU,0,0,direct,achat,51
2019,19,SCIEN,1,0,direct,achat,51
2019,19,SCIEN,1,0,direct,achat,53
2019,19,EPU,1,1,direct,achat,51
2008,19,SJA,1,11,direct,don,30
2018,19,MEDP,0,1,direct,achat,WY
2015,19,DROIT,1,0,direct,achat,34
2019,19,SCIEN,1,0,direct,achat,62
2017,19,LASH,1,1,direct,achat,91
2018,19,LASH,1,0,direct,achat,16
2015,18,SJA,0,1,direct,achat,61
2015,18,ARCHE,1,1,direct,achat,WA
2015,18,MEDP,1,1,direct,achat,WL
2015,18,MEDP,1,1,direct,achat,WJ
2011,19,SJA,1,4,direct,achat,30
1962,19,DROIT,0,53,direct,achat,numinv
1956,19,DROIT,1,59,direct,achat,numinv
1972,19,LASH,1,44,direct,don,84
2012,19,LASH,0,7,direct,achat,79
2019,19,DROIT,1,0,direct,achat,34
2018,19,LASH,1,0,direct,achat,84
2007,19,SJA,1,11,direct,achat,65
1973,19,LASH,0,48,direct,don,15
2019,19,LASH,1,1,direct,achat,79
1955,19,LASH,0,65,indirect,achat,numinv
1995,19,LASH,0,26,indirect,achat,numinv
2012,19,DROIT,1,3,direct,achat,30
2020,19,DROIT,1,0,direct,achat,34
2017,19,SCIEN,0,3,direct,achat,55
2020,18,MEDP,0,0,direct,achat,WL
2019,19,SCIEN,1,1,direct,achat,57
2020,18,SJA,0,0,direct,achat,WB
2020,19,STAPS,0,1,direct,achat,61
2006,19,SCIEN,1,15,direct,achat,51
2013,19,LASH,1,2,direct,achat,19
2020,18,MEDP,0,0,direct,achat,WA
2020,19,STAPS,1,1,direct,achat,79
1938,19,SJA,1,83,direct,achat,RO
2021,19,SJA,1,0,indirect,achat,numinv
2020,19,SJA,1,1,direct,achat,42
2020,19,EPU,0,0,direct,achat,00
2003,19,SJA,0,13,direct,don,33
2020,19,SCIEN,0,0,direct,achat,51
2014,19,LASH,0,1,direct,achat,19
2019,19,DROIT,1,1,direct,achat,34
1996,19,DROIT,1,20,direct,don,34
2020,19,LASH,1,0,direct,achat,84
2018,19,LASH,1,2,direct,achat,47
1994,19,SJA,0,26,direct,don,33
2008,19,LASH,0,9,direct,achat,19
1981,19,LASH,0,40,indirect,achat,numinv
2002,19,LASH,0,18,direct,achat,93
2017,19,LASH,1,3,direct,achat,85
2020,19,MEDP,0,0,direct,achat,WY
2001,19,LASH,1,20,direct,achat,70
1963,19,LASH,0,58,indirect,achat,numinv
1998,19,SJA,0,17,direct,don,33
2014,19,LASH,1,1,direct,achat,79
2014,19,EPU,1,1,direct,achat,00
2015,19,MEDP,1,0,direct,achat,W 
1945,19,DROIT,1,70,direct,achat,numinv
1956,19,DROIT,0,59,direct,achat,numinv
2020,18,MEDP,0,1,direct,achat,WM
2015,18,SJA,1,1,direct,achat,61
2015,19,LASH,1,6,direct,achat,30
2015,19,DROIT,0,0,direct,achat,32
2015,19,DROIT,1,0,direct,achat,32
2015,19,SJA,1,1,direct,don,32
2021,19,STAPS,0,0,direct,achat,79
2010,19,SJA,0,10,direct,don,65
1996,19,SJA,0,21,direct,don,30
2015,19,DROIT,0,0,indirect,achat,numinv
2020,18,SJA,0,0,direct,achat,WB
2019,19,LASH,0,1,direct,achat,87
1949,19,LASH,0,71,indirect,achat,numinv
1973,19,LASH,1,44,direct,don,19
1968,19,LASH,1,52,direct,achat,19
2003,19,SJA,1,13,direct,don,30
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2014,19,MEDP,0,5,direct,achat,WB
2015,19,MEDP,0,4,direct,achat,WB
2017,19,DROIT,1,1,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2018,19,SJA,0,1,direct,achat,34
2018,19,SJA,1,1,direct,achat,34
2018,19,DROIT,1,0,direct,achat,36
2010,19,SJA,0,8,direct,achat,65
2018,19,SCIEN,1,0,direct,achat,55
2018,19,SCIEN,1,0,direct,achat,55
2018,19,LASH,1,0,direct,achat,30
2010,19,LASH,1,8,direct,achat,10
2017,19,LASH,0,1,direct,achat,19
2014,19,LASH,1,4,direct,achat,11
2015,19,LASH,1,3,direct,achat,19
1987,19,SJA,0,30,direct,don,32
1999,19,LASH,0,21,direct,achat,12
2015,19,SJA,1,3,direct,achat,30
2013,19,SJA,0,5,direct,achat,65
2018,19,MEDP,1,0,direct,achat,QD
1996,19,LASH,0,22,indirect,achat,numinv
1989,19,LASH,0,29,indirect,achat,numinv
2016,19,EPU,1,2,direct,achat,69
2018,19,LASH,1,0,direct,achat,91
2012,19,LASH,0,6,direct,achat,78
2017,19,MEDP,0,1,direct,achat,WX
2017,19,MEDP,1,1,direct,achat,W 
2014,19,MEDP,0,4,direct,achat,W 
1999,19,LASH,1,19,indirect,achat,numinv
2015,19,LASH,0,3,direct,achat,83
1991,19,SJA,0,27,direct,don,65
1992,19,SJA,0,26,direct,don,33
1979,19,SJA,1,39,direct,don,34
2018,18,MEDP,1,0,direct,achat,WP
2017,18,MEDP,1,1,direct,achat,WR
2018,19,MEDP,1,0,direct,achat,WY
2018,19,EPU,0,0,direct,achat,65
2017,19,SJA,1,3,direct,achat,65
2008,19,LASH,1,10,direct,achat,84
2012,19,MEDP,0,6,direct,achat,WM
2017,19,MEDP,0,1,direct,achat,QH
2017,19,MEDP,1,1,direct,achat,W 
2012,19,LASH,1,6,direct,achat,79
2018,19,SCIEN,0,0,direct,achat,57
2009,19,SCIEN,0,9,direct,achat,66
2018,19,SCIEN,1,0,direct,achat,63
2002,19,LASH,1,16,direct,achat,81
2018,19,SCIEN,1,0,direct,achat,61
2018,19,MEDP,1,0,direct,achat,WA
2017,19,SJA,0,1,direct,achat,65
2000,19,EPU,1,18,direct,don,37
2017,19,LASH,0,1,direct,achat,50
2017,19,LASH,0,2,direct,achat,94
2018,18,MEDP,1,0,direct,achat,WJ
2018,18,SJA,1,0,direct,achat,WG
2018,18,MEDP,1,0,direct,achat,WG
2018,18,SJA,1,0,direct,achat,WG
2017,19,SJA,1,1,direct,achat,34
2018,18,MEDP,1,0,direct,achat,W 
2018,18,MEDP,1,0,direct,achat,WB
2018,19,LASH,1,0,direct,achat,44
2016,19,MEDP,1,2,direct,achat,WL
2018,19,SCIEN,1,0,direct,achat,61
2018,19,SCIEN,1,0,direct,achat,54
2010,19,MEDP,1,8,direct,achat,W 
2014,19,LASH,1,4,direct,achat,79
2017,19,LASH,1,1,direct,achat,79
2018,19,LASH,1,0,direct,achat,30
2018,19,SCIEN,1,0,direct,achat,55
1994,19,DROIT,0,24,direct,achat,32
2018,19,EPU,1,0,direct,achat,51
2018,19,SCIEN,1,0,direct,achat,51
2017,19,DROIT,1,1,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2017,19,DROIT,1,1,direct,achat,34
2018,19,DROIT,0,0,direct,achat,34
2015,19,LASH,1,3,direct,achat,96
2018,18,SJA,1,0,direct,achat,WP
2017,18,MEDP,1,1,direct,achat,WL
2014,19,MEDP,0,4,direct,achat,WB
1984,19,SJA,0,33,direct,don,30
2007,19,LASH,0,10,indirect,don,numinv
1985,19,LASH,0,33,indirect,achat,numinv
1990,19,LASH,0,28,indirect,achat,numinv
2017,19,MEDP,1,1,direct,achat,WY
2018,18,ARCHE,0,0,direct,achat,WB
2018,18,MEDP,1,0,direct,achat,WB
2018,18,SJA,1,0,direct,achat,WB
2017,18,MEDP,0,1,direct,achat,WL
1986,19,DROIT,0,32,indirect,don,numinv
1982,19,LASH,0,36,indirect,achat,numinv
1990,19,LASH,1,29,direct,achat,82
1991,19,LASH,0,27,indirect,achat,numinv
2009,19,MEDP,0,8,direct,achat,W 
1996,19,SJA,0,22,direct,don,65
2002,19,LASH,1,16,direct,achat,87
2018,19,SCIEN,1,0,direct,don,53
2015,19,LASH,0,3,direct,achat,85
2018,19,LASH,1,0,direct,achat,15
2018,19,LASH,1,0,direct,achat,15
2014,19,SJA,1,4,direct,achat,33
2017,19,LASH,0,1,direct,achat,88
1999,19,LASH,1,18,direct,don,37
2018,19,LASH,0,0,direct,achat,70
2018,19,EPU,1,0,direct,achat,62
2018,19,MEDP,1,0,direct,achat,QW
2017,19,DROIT,1,1,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2018,19,SJA,1,3,direct,achat,33
2017,19,DROIT,0,1,direct,don,94
2018,19,SCIEN,1,0,direct,achat,42
2018,19,EPU,1,0,direct,achat,42
2015,19,SJA,0,3,direct,achat,30
2018,19,LASH,0,0,direct,achat,18
1998,19,SJA,0,18,direct,don,30
1986,19,LASH,0,32,indirect,achat,numinv
1992,19,LASH,0,26,indirect,achat,numinv
1998,19,LASH,0,20,indirect,achat,numinv
1989,19,LASH,0,29,indirect,achat,numinv
2014,19,SCIEN,1,4,direct,achat,57
2018,19,EPU,1,0,direct,achat,34
2016,19,SJA,1,2,direct,achat,33
2018,19,EPU,1,0,direct,achat,30
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2018,19,LASH,0,0,direct,achat,07
2010,19,LASH,0,8,direct,achat,84
2015,19,LASH,0,3,direct,achat,80
1996,19,LASH,0,22,direct,achat,29
2016,19,SJA,1,2,direct,achat,65
2018,19,SJA,0,3,direct,don,57
2018,19,MEDP,1,0,direct,achat,WN
2015,19,MEDP,0,1,direct,achat,WL
1992,19,LASH,0,26,indirect,achat,numinv
2018,19,SCIEN,1,0,direct,achat,51
2018,19,SCIEN,1,0,direct,achat,51
2018,19,SCIEN,1,0,direct,achat,42
2018,19,SCIEN,1,0,direct,achat,65
1969,19,LASH,1,49,indirect,achat,numinv
1943,19,SJA,0,77,direct,achat,33
2017,19,SJA,1,1,direct,achat,33
2018,18,MEDP,1,0,direct,achat,WO
2018,18,SJA,0,0,direct,achat,WO
2018,18,ARCHE,1,0,direct,achat,WO
1894,19,DROIT,0,124,direct,achat,numinv
2018,19,LASH,1,1,direct,achat,15
2017,19,SJA,1,1,direct,achat,33
2018,19,SCIEN,0,0,direct,achat,00
2018,19,LASH,1,0,direct,achat,30
2018,19,DROIT,1,0,direct,achat,34
2018,19,SCIEN,0,0,direct,achat,69
2017,19,DROIT,0,1,direct,achat,34
2018,19,DROIT,0,0,direct,achat,34
2001,19,LASH,0,18,direct,achat,94
1998,19,LASH,0,20,indirect,achat,numinv
1998,19,LASH,0,20,indirect,achat,numinv
1991,19,LASH,0,27,indirect,achat,numinv
2018,19,SCIEN,1,0,direct,achat,42
2018,19,LASH,0,0,direct,achat,70
2018,19,LASH,1,0,direct,achat,19
2018,19,LASH,1,0,direct,achat,10
2013,19,SJA,0,5,direct,don,RO
2001,19,SJA,0,17,direct,achat,65
2016,19,LASH,0,2,direct,achat,86
1985,19,SJA,0,33,direct,don,65
1997,19,EPU,1,18,direct,achat,57
2017,19,DROIT,1,1,direct,achat,34
2017,19,LASH,1,1,direct,achat,15
2017,19,MEDP,1,1,direct,achat,WA
2018,19,SCIEN,1,1,direct,achat,57
2018,19,SCIEN,1,0,direct,achat,54
2004,19,LASH,0,14,indirect,achat,numinv
2012,19,MEDP,1,6,direct,achat,W 
1999,19,LASH,0,19,indirect,achat,numinv
2017,19,DROIT,0,1,direct,achat,32
2017,19,LASH,1,2,direct,achat,94
2006,19,LASH,0,12,direct,achat,85
2017,19,LASH,1,1,direct,achat,15
2017,19,LASH,1,1,direct,achat,94
1992,19,LASH,0,23,direct,don,10
2014,19,LASH,1,4,direct,achat,93
2018,19,DROIT,1,0,direct,achat,34
1996,19,SJA,1,24,direct,achat,30
2013,19,MEDP,0,5,direct,achat,W 
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2019,19,EPU,1,0,direct,achat,51
2018,19,MEDP,1,0,direct,achat,WL
2017,19,LASH,1,1,direct,achat,84
2017,19,SJA,1,1,direct,achat,WB
2017,19,LASH,1,1,direct,achat,81
2018,19,MEDP,1,1,direct,achat,WY
2014,19,LASH,0,5,direct,don,93
2015,19,SJA,0,3,direct,achat,34
1973,19,DROIT,1,42,direct,achat,numinv
1998,19,SJA,0,21,direct,don,97
2019,19,MEDP,1,0,direct,achat,WM
1981,19,SJA,0,38,direct,don,30
1991,19,LASH,1,29,direct,achat,19
1985,19,LASH,0,33,direct,don,77
2018,19,DROIT,0,1,direct,don,34
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2012,19,LASH,0,9,direct,achat,15
2017,19,MEDP,0,2,direct,achat,W 
2016,19,MEDP,1,3,direct,achat,W 
2019,19,MEDP,1,1,direct,achat,W 
2018,19,LASH,0,0,direct,achat,79
2018,19,SCIEN,0,0,direct,achat,33
2018,18,MEDP,1,1,direct,achat,WE
2019,19,SCIEN,1,0,direct,achat,61
2019,19,SJA,0,2,direct,achat,61
2018,19,SCIEN,0,0,direct,achat,00
2019,19,DROIT,1,0,direct,achat,32
2019,19,DROIT,0,0,direct,achat,32
2019,19,DROIT,0,0,direct,achat,32
2019,19,DROIT,0,0,direct,achat,32
2019,19,DROIT,1,0,direct,achat,36
2013,19,SJA,1,3,direct,don,33
2018,19,MEDP,1,1,direct,achat,WY
2013,19,LASH,0,5,direct,achat,30
2017,19,LASH,1,1,direct,achat,30
2018,19,MEDP,1,0,direct,achat,W 
2010,19,LASH,1,8,direct,achat,37
2019,19,DROIT,1,0,direct,achat,34
2018,19,LASH,1,0,direct,achat,79
2019,19,DROIT,0,0,direct,achat,34
2019,19,DROIT,0,0,direct,achat,32
2016,19,LASH,1,2,direct,achat,32
2015,19,SCIEN,1,0,direct,achat,33
2015,19,SJA,1,1,direct,achat,33
2010,19,SJA,0,9,direct,achat,33
2019,19,DROIT,1,0,direct,achat,34
2019,19,LASH,0,0,direct,achat,94
2019,19,LASH,1,0,direct,achat,02
2010,19,LASH,0,10,direct,achat,19
2018,19,SCIEN,1,0,direct,achat,62
2018,18,MEDP,1,1,direct,achat,WG
2018,18,SJA,1,1,direct,achat,61
2013,19,LASH,0,5,direct,achat,19
2018,19,EPU,0,0,direct,achat,51
2018,19,EPU,0,1,direct,achat,62
2018,19,SCIEN,1,0,direct,achat,33
2017,19,SCIEN,0,1,direct,achat,33
2018,19,SCIEN,1,0,direct,achat,61
2010,19,LASH,0,8,direct,achat,88
1990,19,LASH,0,28,direct,achat,82
2018,19,SJA,1,0,direct,achat,65
2018,19,SCIEN,1,1,direct,achat,61
2018,19,SCIEN,1,0,direct,achat,61
2015,19,STAPS,1,3,direct,achat,65
2017,19,DROIT,0,1,direct,achat,34
2015,19,SJA,1,3,direct,achat,33
2013,19,SJA,1,5,direct,achat,65
2015,19,DROIT,1,0,direct,achat,34
2015,19,DROIT,1,0,direct,achat,34
2018,18,SJA,0,1,direct,achat,QV
2018,18,MEDP,0,1,direct,achat,WW
2018,18,MEDP,1,1,direct,achat,WW
2018,18,MEDP,0,1,direct,achat,WP
2017,19,DROIT,1,1,direct,achat,34
2018,19,MEDP,1,0,direct,achat,WP
2018,19,LASH,0,1,direct,achat,78
2018,19,MEDP,0,0,direct,achat,WY
2018,19,MEDP,0,0,direct,achat,WN
2013,19,SJA,0,6,direct,achat,33
2017,19,SJA,1,1,direct,achat,WB
2008,19,SCIEN,1,9,direct,achat,51
2010,19,SJA,0,6,direct,don,33
2004,19,MEDP,0,15,direct,achat,W 
2017,19,LASH,1,1,direct,achat,40
2018,19,MEDP,0,0,direct,don,WB
2018,19,SJA,1,0,direct,achat,65
1951,19,DROIT,0,67,indirect,achat,numinv
2010,19,LASH,1,9,direct,achat,80
2018,18,MEDP,0,1,direct,achat,WP
2018,18,MEDP,0,1,direct,achat,WN
2018,19,SCIEN,1,0,direct,achat,51
1984,19,SJA,0,35,direct,don,00
2005,19,LASH,0,13,direct,achat,78
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
2018,19,DROIT,1,0,direct,achat,34
1991,19,LASH,0,27,indirect,achat,numinv
2003,19,LASH,0,15,direct,achat,17
2007,19,LASH,0,11,direct,achat,19
2018,19,DROIT,0,1,direct,don,37
1991,19,SJA,0,27,direct,don,33
2018,18,SJA,1,0,direct,achat,WB
2018,18,MEDP,1,0,direct,achat,WB
1991,19,LASH,0,27,direct,don,70
2017,19,SJA,1,0,direct,achat,30
2017,19,SJA,1,0,direct,achat,32
2010,19,STAPS,1,11,direct,achat,79
2017,19,SCIEN,1,0,direct,achat,35
1933,19,LASH,0,84,direct,achat,84
1986,19,LASH,0,31,indirect,don,numinv
2017,19,DROIT,0,0,direct,achat,32
1979,19,LASH,0,42,direct,achat,15
2018,19,LASH,0,2,direct,don,37
2017,19,SJA,0,0,direct,achat,65
2017,19,SJA,0,0,direct,achat,65
2017,19,SJA,0,0,direct,achat,65
2017,19,SCIEN,1,0,direct,achat,55
1989,19,LASH,0,30,direct,achat,94
1977,19,SJA,0,40,direct,don,30
2016,19,LASH,0,3,direct,achat,77
2019,19,SCIEN,1,0,direct,achat,62
1979,19,SJA,0,40,direct,achat,30
2019,19,LASH,1,2,direct,achat,33
2018,19,SJA,0,1,direct,achat,33
2017,19,MEDP,0,2,direct,achat,WA
2001,19,LASH,1,19,indirect,achat,numinv
2002,19,LASH,0,16,indirect,achat,numinv
2017,19,STAPS,1,0,direct,achat,79
2010,19,LASH,0,7,direct,don,30
1994,19,SJA,1,22,direct,don,33
2017,19,DROIT,1,0,direct,achat,34
2017,19,SJA,1,0,direct,achat,30
2017,19,SCIEN,1,0,direct,achat,42
2013,19,DROIT,1,4,direct,achat,32
2017,19,DROIT,0,1,direct,achat,32
2014,19,DROIT,1,3,direct,achat,34
2017,19,SCIEN,0,0,direct,achat,65
2010,19,LASH,1,7,direct,achat,30
2010,19,SJA,1,5,direct,achat,30
2001,19,DROIT,1,15,direct,don,32
2013,19,EPU,1,4,direct,achat,65
2017,19,SCIEN,1,0,direct,achat,57
2016,19,LASH,1,1,direct,achat,40
2019,19,MEDP,1,0,direct,achat,WM
2019,19,MEDP,1,0,direct,achat,WL
1992,19,LASH,0,28,indirect,achat,numinv
2019,19,SCIEN,1,0,direct,achat,51
1987,19,LASH,1,32,direct,achat,94
2019,18,MEDP,1,0,direct,achat,WL
2019,19,DROIT,1,0,direct,achat,34
2010,19,SCIEN,1,9,direct,achat,61
2019,18,MEDP,1,0,direct,achat,WB
2019,18,ARCHE,1,0,direct,achat,QZ
2019,18,MEDP,0,0,direct,achat,WG
2019,19,LASH,1,1,direct,achat,94
2008,19,LASH,1,9,direct,achat,30
1979,19,LASH,0,41,indirect,achat,numinv
2017,19,LASH,0,2,direct,achat,94
2016,19,LASH,1,3,direct,achat,94
1980,19,LASH,0,39,direct,achat,94
2017,19,LASH,0,2,direct,achat,94
2019,19,LASH,1,0,direct,achat,94
2017,19,LASH,0,2,direct,achat,94
2015,19,LASH,0,4,direct,achat,94
2000,19,LASH,0,20,indirect,don,numinv
2019,19,SJA,1,1,direct,achat,91
2019,18,MEDP,0,0,direct,achat,WO
2019,18,MEDP,0,0,direct,achat,WO
2019,18,SJA,1,0,direct,achat,WG
2019,18,SJA,1,0,direct,achat,WL
2020,18,MEDP,0,0,direct,achat,WB
2008,19,SJA,1,8,direct,don,30
2019,19,EPU,1,0,direct,achat,53
2019,19,LASH,0,0,direct,achat,94
2019,19,DROIT,1,1,direct,don,34
2017,19,MEDP,1,3,direct,achat,WA
2015,19,LASH,1,4,direct,achat,94
2015,19,SJA,1,5,direct,achat,65
2006,19,STAPS,1,13,direct,achat,79
2020,19,SJA,0,0,direct,achat,65
2019,19,SJA,1,1,direct,achat,33
1998,19,LASH,0,23,direct,don,82
1992,19,LASH,0,27,direct,don,19
2005,19,LASH,0,14,direct,achat,94
2014,19,LASH,0,5,direct,achat,94
2018,19,LASH,0,1,direct,achat,94
2018,19,LASH,0,1,direct,achat,94
2011,19,LASH,0,8,direct,achat,94
1979,19,SJA,0,37,direct,achat,30
1992,19,SJA,0,27,direct,don,40
2015,19,SJA,1,2,direct,achat,65
2017,19,SJA,1,0,direct,achat,33
2001,19,LASH,1,18,direct,achat,94
1999,19,SJA,0,18,direct,don,80
2017,19,LASH,1,0,direct,achat,85
2019,19,SJA,1,0,direct,achat,34
2016,19,LASH,1,1,direct,achat,15
2004,19,LASH,1,13,direct,achat,15
2019,19,SJA,0,0,direct,achat,65
2014,19,LASH,1,3,direct,achat,15
2017,19,SJA,1,0,indirect,achat,numinv
2017,19,SJA,0,0,indirect,achat,numinv
1998,19,DROIT,1,17,direct,achat,numinv
1960,19,LASH,0,60,indirect,achat,numinv
1969,19,LASH,0,51,indirect,achat,numinv
2016,19,SJA,0,3,direct,achat,34
1990,19,LASH,0,28,indirect,achat,numinv
1991,19,LASH,0,27,indirect,achat,numinv
1991,19,LASH,0,27,indirect,achat,numinv
2017,19,DROIT,1,0,direct,achat,34
2016,19,EPU,1,1,direct,achat,65
2003,19,LASH,1,18,direct,achat,94
2017,19,SJA,1,1,direct,achat,33
2017,19,SJA,1,0,direct,achat,65
2016,19,DROIT,1,1,direct,don,32
2018,19,DROIT,0,0,direct,achat,34
1999,19,LASH,1,20,direct,achat,94
1993,19,LASH,0,23,indirect,don,numinv
2005,19,LASH,1,10,direct,achat,49
2017,18,ARCHE,1,0,direct,achat,WI
2017,18,ARCHE,0,0,direct,achat,WB
2017,18,MEDP,0,0,direct,achat,WS
2017,18,MEDP,0,0,direct,achat,WM
2017,18,SJA,0,0,direct,achat,WM
2006,19,LASH,1,11,direct,achat,84
2004,19,LASH,0,13,indirect,don,numinv
2019,19,SJA,0,0,direct,achat,65
1998,19,LASH,1,21,direct,achat,94
1994,19,LASH,0,24,indirect,achat,numinv
2003,19,LASH,0,15,indirect,achat,numinv
2019,19,DROIT,1,1,direct,don,34
1993,19,SJA,0,26,direct,don,33
2009,19,LASH,1,10,direct,achat,94
1967,19,LASH,1,49,direct,don,84
2001,19,LASH,0,18,direct,achat,94
2013,19,LASH,0,6,direct,achat,94
2019,19,SCIEN,0,0,direct,achat,54
2009,19,LASH,0,10,direct,achat,94
2019,19,SCIEN,0,0,direct,achat,59
2019,19,DROIT,0,0,direct,achat,34
2018,19,DROIT,1,1,direct,achat,34
1986,19,LASH,1,33,direct,achat,94
2016,19,LASH,1,3,direct,achat,44
1992,19,LASH,0,27,indirect,achat,numinv
2019,19,SCIEN,1,0,direct,achat,51
2017,19,SCIEN,1,2,direct,achat,53
1936,19,LASH,0,84,indirect,achat,numinv
1975,19,LASH,0,45,indirect,achat,numinv
1996,19,MEDP,0,23,direct,achat,WB
2017,19,SCIEN,1,2,direct,achat,53
2018,19,MEDP,1,2,direct,achat,WL
2019,19,MEDP,0,1,direct,achat,WL
2013,19,LASH,1,6,direct,achat,94
2018,19,LASH,0,1,direct,achat,94
2002,19,LASH,0,17,direct,achat,94
2019,19,DROIT,1,0,direct,achat,34
2008,19,LASH,0,9,indirect,don,numinv
2019,19,MEDP,0,0,direct,achat,WD
2019,19,MEDP,1,0,direct,achat,WL
2001,19,SJA,0,17,direct,don,33
2019,19,MEDP,0,0,direct,achat,W 
2016,19,MEDP,0,3,direct,achat,W 
2019,19,SJA,0,0,direct,achat,WQ
2019,19,MEDP,0,0,direct,achat,W 
1971,19,LASH,0,49,direct,don,48
2017,19,MEDP,0,0,direct,achat,WE
2017,19,MEDP,1,0,direct,achat,WM
1998,19,SJA,0,19,direct,don,39
1979,19,SJA,0,38,direct,don,39
2015,19,EPU,1,2,direct,don,55
2017,19,SJA,1,0,direct,achat,65
2017,19,SJA,1,0,direct,achat,65
2016,19,LASH,1,1,indirect,achat,numinv
2017,19,LASH,1,0,direct,achat,30
2015,19,LASH,0,2,direct,achat,29
1996,19,LASH,0,25,direct,don,15
2017,19,DROIT,0,2,direct,don,32
2017,19,DROIT,1,0,direct,achat,34
2008,19,LASH,0,7,direct,achat,79
2017,19,DROIT,1,0,direct,achat,34
2002,19,LASH,0,15,indirect,don,numinv
2007,19,LASH,0,10,indirect,don,numinv
1992,19,LASH,1,25,indirect,don,numinv
1988,19,LASH,0,30,indirect,achat,numinv
1996,19,LASH,0,22,indirect,achat,numinv
2003,19,LASH,0,18,direct,achat,94
1992,19,LASH,0,26,indirect,achat,numinv
2017,19,SCIEN,1,0,direct,achat,51
1996,19,LASH,0,20,indirect,don,numinv
2004,19,LASH,0,14,indirect,achat,numinv
2013,19,LASH,1,4,direct,achat,80
2017,19,SCIEN,0,0,direct,achat,61
2010,19,STAPS,1,7,direct,achat,79
2017,19,DROIT,1,0,direct,achat,34
2017,19,SCIEN,1,0,direct,achat,55
1980,19,LASH,0,40,indirect,achat,numinv
1997,19,SJA,0,23,direct,don,33
2018,19,DROIT,1,0,direct,achat,34
2017,19,DROIT,1,0,direct,achat,34
2017,19,DROIT,1,0,direct,achat,34
2017,19,DROIT,1,0,direct,achat,34
2018,19,SCIEN,1,0,direct,achat,61
2018,19,MEDP,1,0,direct,achat,WA
2018,19,SJA,1,1,direct,achat,61
2014,19,STAPS,1,3,direct,achat,79
1991,19,LASH,0,26,indirect,don,numinv
2016,19,LASH,1,1,direct,achat,44
2002,19,SCIEN,1,19,direct,achat,51
1966,19,SJA,0,53,direct,don,41
1991,19,LASH,0,28,direct,don,19
1996,19,LASH,0,23,direct,achat,19
1892,19,DROIT,0,123,direct,achat,numinv
1996,19,LASH,1,22,direct,achat,15
2005,19,DROIT,1,10,direct,don,34
1992,19,LASH,0,24,indirect,don,numinv
1992,19,LASH,1,23,direct,achat,15
1994,19,LASH,0,27,direct,don,15
1970,19,LASH,0,50,indirect,achat,numinv
